Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR,CGPA,Research,Chance of Admit,JEE_Score,University
38438,300.0,114.0,3.0,4.1,4.2,8.04,1,0.858,302,Manipal
38439,335.0,111.0,2.0,3.9,5.0,7.66,1,0.804,287,SRM
38440,316.0,110.0,2.0,3.2,3.3,9.18,0,0.738,315,Manipal
38441,294.0,109.0,3.0,4.4,3.4,7.52,0,0.747,285,Symbiosis
38442,330.0,115.0,2.0,2.2,3.2,8.67,1,0.799,295,NIT
38443,330.0,108.0,2.0,2.0,2.5,7.75,1,0.713,325,BITS Pilani
38444,330.0,106.0,2.0,2.4,2.8,9.18,1,0.803,322,BITS Pilani
38445,312.0,97.0,3.0,2.7,3.4,7.57,0,0.643,351,Manipal
38446,313.0,99.0,2.0,4.5,2.6,9.09,1,0.805,325,BITS Pilani
38447,318.0,105.0,4.0,3.0,5.0,8.25,1,0.858,257,Symbiosis
38448,332.0,108.0,4.0,2.8,3.3,8.26,1,0.807,277,SRM
38449,310.0,104.0,2.0,3.7,3.1,8.35,1,0.805,360,IIT
38450,308.0,106.0,2.0,2.9,4.3,9.62,0,0.776,309,SRM
38451,324.0,102.0,4.0,3.2,3.8,8.63,0,0.714,324,Manipal
38452,330.0,113.0,3.0,1.3,3.3,8.91,1,0.809,325,IIT
38453,316.0,105.0,4.0,2.6,3.5,9.13,1,0.791,353,IIT
38454,324.0,114.0,3.0,3.5,3.1,8.11,0,0.707,276,Symbiosis
38455,318.0,106.0,3.0,2.7,3.4,9.21,0,0.688,352,BITS Pilani
38456,314.0,109.0,4.0,2.4,3.7,8.81,0,0.714,348,NIT
38457,307.0,110.0,3.0,5.0,3.4,8.9,0,0.743,314,SRM
38458,303.0,108.0,1.0,2.0,2.1,7.65,0,0.624,316,Symbiosis
38459,310.0,100.0,5.0,4.2,3.7,8.37,0,0.742,301,Symbiosis
38460,305.0,105.0,4.0,3.6,3.6,8.25,1,0.772,261,Symbiosis
38461,320.0,95.0,2.0,2.6,3.6,9.57,0,0.677,337,NIT
38462,330.0,117.0,2.0,3.0,2.5,8.07,0,0.723,322,Manipal
38463,319.0,90.0,1.0,2.3,3.8,9.13,1,0.775,328,BITS Pilani
38464,306.0,112.0,4.0,4.8,5.0,8.19,1,0.908,315,NIT
38465,326.0,108.0,3.0,5.0,1.0,8.46,0,0.664,305,SRM
38466,320.0,97.0,5.0,3.5,1.0,8.85,1,0.797,360,IIT
38467,322.0,109.0,2.0,4.9,4.7,8.71,1,0.884,318,BITS Pilani
38468,311.0,100.0,2.0,3.4,3.7,8.01,1,0.81,321,NIT
38469,329.0,110.0,2.0,4.5,3.6,8.29,1,0.846,318,BITS Pilani
38470,329.0,107.0,4.0,3.9,2.8,8.72,1,0.814,344,IIT
38471,314.0,109.0,1.0,1.8,3.8,9.1,1,0.764,321,BITS Pilani
38472,325.0,105.0,4.0,4.6,3.6,7.94,1,0.859,319,NIT
38473,329.0,115.0,2.0,4.5,2.7,8.16,0,0.737,352,BITS Pilani
38474,311.0,101.0,3.0,2.9,3.2,8.2,1,0.76,262,Symbiosis
38475,316.0,103.0,1.0,2.9,4.1,8.06,1,0.801,305,Manipal
38476,317.0,106.0,1.0,3.3,4.7,8.87,1,0.836,301,NIT
38477,304.0,107.0,4.0,2.9,3.9,9.61,1,0.81,329,IIT
38478,321.0,100.0,2.0,3.8,2.2,8.46,0,0.729,327,Manipal
38479,328.0,95.0,4.0,4.5,1.8,8.94,0,0.729,334,Manipal
38480,315.0,109.0,2.0,3.9,2.7,7.96,1,0.795,290,SRM
38481,320.0,109.0,2.0,1.7,3.4,8.72,0,0.653,320,Manipal
38482,332.0,118.0,1.0,4.8,3.7,8.08,1,0.839,328,BITS Pilani
38483,312.0,115.0,3.0,3.0,3.3,8.95,0,0.711,311,SRM
38484,321.0,108.0,2.0,3.2,1.9,8.19,1,0.784,339,IIT
38485,310.0,103.0,4.0,2.8,3.8,9.61,1,0.812,340,IIT
38486,310.0,114.0,5.0,3.0,3.6,9.24,0,0.728,318,Manipal
38487,320.0,102.0,4.0,2.1,3.0,8.42,0,0.681,258,Symbiosis
38488,319.0,113.0,5.0,4.0,2.5,8.77,1,0.894,317,BITS Pilani
38489,323.0,98.0,3.0,3.5,3.6,8.16,1,0.821,338,BITS Pilani
38490,317.0,119.0,5.0,2.3,4.0,9.38,0,0.779,325,NIT
38491,322.0,101.0,5.0,4.6,2.7,8.03,0,0.711,318,SRM
38492,335.0,101.0,3.0,1.9,2.0,8.37,1,0.769,323,BITS Pilani
38493,328.0,96.0,2.0,2.7,3.0,8.62,1,0.797,333,BITS Pilani
38494,320.0,105.0,2.0,3.6,3.8,9.5,0,0.782,360,IIT
38495,322.0,110.0,2.0,2.8,1.8,8.66,1,0.817,337,IIT
38496,313.0,104.0,3.0,2.9,2.4,8.57,1,0.754,285,SRM
38497,315.0,102.0,3.0,2.7,3.9,8.89,1,0.855,272,SRM
38498,322.0,98.0,2.0,3.8,2.4,9.09,1,0.779,336,IIT
38499,317.0,109.0,5.0,2.8,3.0,9.14,0,0.717,347,BITS Pilani
38500,325.0,111.0,3.0,3.9,3.5,9.08,1,0.812,284,Manipal
38501,331.0,108.0,5.0,1.5,3.0,8.41,1,0.778,312,NIT
38502,315.0,111.0,4.0,3.5,3.3,8.83,1,0.902,360,IIT
38503,294.0,100.0,5.0,3.3,4.0,10.0,1,0.826,298,NIT
38504,339.0,103.0,2.0,3.8,4.2,8.9,1,0.805,360,IIT
38505,309.0,106.0,4.0,2.7,3.7,9.39,0,0.715,291,Symbiosis
38506,319.0,115.0,3.0,3.2,1.8,8.58,1,0.797,304,NIT
38507,325.0,115.0,3.0,4.7,4.3,9.58,1,0.971,309,BITS Pilani
38508,332.0,112.0,3.0,2.9,3.8,8.7,1,0.874,285,Manipal
38509,337.0,112.0,5.0,4.7,2.8,8.13,1,0.87,284,Manipal
38510,312.0,102.0,4.0,5.0,3.3,8.06,1,0.878,312,Manipal
38511,330.0,108.0,4.0,4.9,3.2,8.8,0,0.799,327,Manipal
38512,319.0,97.0,4.0,3.2,2.8,9.81,1,0.817,317,BITS Pilani
38513,340.0,112.0,3.0,3.4,2.6,8.61,0,0.74,327,NIT
38514,329.0,106.0,4.0,2.7,3.7,8.95,0,0.754,359,BITS Pilani
38515,314.0,120.0,3.0,2.5,4.4,7.51,0,0.727,321,SRM
38516,308.0,109.0,3.0,4.1,3.5,8.67,1,0.838,300,Manipal
38517,287.0,103.0,3.0,3.7,3.5,8.4,0,0.649,308,Symbiosis
38518,324.0,106.0,3.0,3.9,3.2,8.31,0,0.767,269,Symbiosis
38519,328.0,103.0,1.0,1.9,3.5,8.08,1,0.785,327,BITS Pilani
38520,325.0,104.0,3.0,2.3,4.7,7.96,0,0.734,314,SRM
38521,290.0,107.0,3.0,3.3,1.7,9.61,1,0.807,294,Manipal
38522,302.0,101.0,3.0,3.4,4.2,8.28,1,0.818,301,Manipal
38523,322.0,107.0,2.0,2.0,1.9,8.36,1,0.824,313,NIT
38524,337.0,95.0,3.0,2.7,2.4,8.9,1,0.816,300,NIT
38525,316.0,108.0,4.0,5.0,3.4,8.32,0,0.743,360,BITS Pilani
38526,329.0,103.0,5.0,3.5,5.0,8.35,0,0.789,344,NIT
38527,305.0,99.0,4.0,3.7,3.8,8.95,1,0.818,300,Manipal
38528,319.0,112.0,5.0,4.4,2.5,8.83,1,0.814,277,SRM
38529,313.0,96.0,5.0,3.1,3.7,7.69,0,0.623,239,Symbiosis
38530,330.0,111.0,3.0,3.2,5.0,8.35,1,0.9,360,IIT
38531,310.0,110.0,3.0,1.0,4.3,9.34,1,0.786,310,BITS Pilani
38532,335.0,102.0,1.0,3.9,4.2,8.4,1,0.855,347,IIT
38533,313.0,106.0,1.0,3.1,3.2,7.41,1,0.768,277,Symbiosis
38534,304.0,109.0,2.0,4.5,1.3,9.13,1,0.856,304,NIT
38535,305.0,109.0,3.0,3.9,2.7,9.28,1,0.758,315,BITS Pilani
38536,309.0,113.0,2.0,2.2,5.0,8.39,1,0.827,315,NIT
38537,321.0,112.0,3.0,4.4,3.7,8.57,1,0.829,317,BITS Pilani
38538,310.0,113.0,4.0,4.6,3.4,8.59,1,0.834,284,Manipal
38539,307.0,114.0,4.0,3.6,2.7,8.45,1,0.84,289,Manipal
38540,327.0,108.0,2.0,1.9,5.0,7.36,0,0.721,311,Symbiosis
38541,280.0,105.0,4.0,2.9,3.9,6.67,1,0.769,227,Symbiosis
38542,312.0,106.0,4.0,3.0,4.2,8.33,1,0.799,294,Manipal
38543,301.0,105.0,3.0,4.7,3.1,8.6,0,0.759,297,Symbiosis
38544,307.0,116.0,4.0,3.9,2.1,7.89,1,0.761,309,NIT
38545,319.0,103.0,3.0,3.5,3.7,9.26,0,0.727,360,BITS Pilani
38546,314.0,114.0,4.0,3.6,3.1,9.71,1,0.822,310,BITS Pilani
38547,313.0,104.0,2.0,3.2,3.4,9.11,1,0.833,311,NIT
38548,330.0,114.0,2.0,2.9,3.4,8.4,0,0.73,274,Symbiosis
38549,316.0,112.0,4.0,2.7,4.0,9.77,1,0.776,336,IIT
38550,337.0,107.0,3.0,2.5,3.4,8.94,1,0.797,308,BITS Pilani
38551,325.0,109.0,3.0,2.7,4.1,9.58,0,0.744,322,NIT
38552,306.0,100.0,3.0,3.5,3.2,8.81,1,0.812,318,NIT
38553,338.0,111.0,3.0,1.8,2.0,8.73,1,0.828,345,IIT
38554,320.0,113.0,4.0,4.3,3.2,8.05,1,0.852,278,SRM
38555,338.0,115.0,3.0,3.2,2.6,7.95,1,0.797,350,IIT
38556,313.0,105.0,3.0,2.8,3.9,8.84,0,0.755,313,SRM
38557,320.0,120.0,2.0,2.1,4.3,8.7,1,0.822,349,IIT
38558,321.0,105.0,4.0,4.4,2.8,7.8,1,0.808,350,IIT
38559,315.0,104.0,2.0,1.5,3.2,9.36,0,0.682,360,BITS Pilani
38560,331.0,106.0,4.0,4.7,4.1,7.83,0,0.772,285,Symbiosis
38561,338.0,106.0,2.0,2.4,3.3,8.85,1,0.833,345,IIT
38562,291.0,98.0,2.0,1.7,4.7,9.04,0,0.713,258,Symbiosis
38563,326.0,100.0,2.0,3.0,2.4,7.26,1,0.78,338,BITS Pilani
38564,306.0,100.0,3.0,3.9,3.6,8.99,1,0.809,345,IIT
38565,287.0,109.0,3.0,3.4,2.9,7.45,1,0.768,302,SRM
38566,322.0,116.0,4.0,2.1,4.0,8.62,1,0.863,316,BITS Pilani
38567,322.0,103.0,2.0,3.1,4.2,8.47,1,0.837,326,BITS Pilani
38568,324.0,106.0,3.0,3.8,4.0,7.95,1,0.842,305,Manipal
38569,321.0,102.0,4.0,3.3,3.6,8.81,0,0.803,316,SRM
38570,326.0,111.0,4.0,2.0,2.8,7.99,1,0.787,318,NIT
38571,310.0,109.0,5.0,4.2,4.4,8.01,0,0.757,260,Symbiosis
38572,319.0,113.0,4.0,2.6,4.0,8.5,1,0.817,289,Manipal
38573,324.0,101.0,2.0,1.4,1.8,8.86,1,0.717,360,IIT
38574,332.0,107.0,3.0,3.7,3.0,8.34,0,0.728,328,Manipal
38575,317.0,106.0,4.0,5.0,1.6,7.21,1,0.767,307,Manipal
38576,314.0,106.0,5.0,3.1,5.0,8.38,0,0.688,315,SRM
38577,316.0,113.0,3.0,3.7,2.8,8.73,1,0.852,307,NIT
38578,303.0,104.0,2.0,4.8,3.9,8.32,0,0.717,308,Symbiosis
38579,325.0,104.0,4.0,2.6,3.0,8.87,0,0.715,318,Manipal
38580,300.0,102.0,4.0,3.6,3.5,7.47,0,0.674,236,Symbiosis
38581,321.0,120.0,3.0,2.8,2.9,8.18,0,0.714,334,NIT
38582,317.0,101.0,4.0,2.4,1.1,8.97,0,0.628,358,BITS Pilani
38583,299.0,111.0,2.0,1.7,1.1,9.04,1,0.73,273,SRM
38584,300.0,99.0,3.0,4.1,3.3,8.42,1,0.779,295,SRM
38585,307.0,110.0,4.0,1.9,4.0,9.17,1,0.805,352,IIT
38586,313.0,100.0,3.0,3.7,2.3,8.37,1,0.747,297,Manipal
38587,333.0,108.0,1.0,3.5,2.9,8.88,1,0.89,347,IIT
38588,315.0,109.0,2.0,1.7,3.1,7.95,1,0.824,360,IIT
38589,323.0,107.0,3.0,4.6,3.0,7.24,0,0.696,322,SRM
38590,331.0,111.0,3.0,1.7,4.1,8.91,1,0.789,327,IIT
38591,329.0,110.0,2.0,4.2,3.1,9.07,1,0.84,356,IIT
38592,316.0,103.0,4.0,1.0,2.7,8.89,1,0.704,331,BITS Pilani
38593,309.0,110.0,4.0,3.3,4.2,8.76,0,0.722,296,Symbiosis
38594,322.0,109.0,1.0,3.6,4.9,9.04,0,0.8,274,Symbiosis
38595,309.0,113.0,2.0,3.1,3.1,7.85,0,0.678,324,SRM
38596,337.0,98.0,2.0,5.0,1.8,8.55,1,0.757,350,IIT
38597,326.0,108.0,3.0,5.0,4.8,9.74,1,0.886,322,IIT
38598,319.0,108.0,4.0,4.2,4.7,7.4,1,0.825,354,IIT
38599,322.0,105.0,3.0,4.7,3.7,8.33,1,0.842,350,IIT
38600,318.0,114.0,2.0,1.7,2.5,8.52,0,0.695,335,NIT
38601,312.0,103.0,4.0,2.4,5.0,9.57,1,0.851,305,NIT
38602,322.0,112.0,3.0,3.7,1.9,7.62,1,0.824,260,Symbiosis
38603,314.0,103.0,3.0,2.5,3.0,8.22,0,0.721,304,Symbiosis
38604,338.0,115.0,3.0,1.7,3.5,8.62,1,0.749,283,Manipal
38605,309.0,110.0,4.0,4.8,4.6,8.13,1,0.885,243,Symbiosis
38606,322.0,98.0,3.0,3.3,3.2,8.76,0,0.693,332,Manipal
38607,308.0,114.0,5.0,1.2,2.2,8.42,0,0.702,335,Manipal
38608,308.0,111.0,3.0,4.3,4.0,7.74,0,0.762,258,Symbiosis
38609,296.0,108.0,1.0,3.3,4.2,9.02,1,0.836,300,Manipal
38610,321.0,103.0,2.0,1.9,3.5,8.52,1,0.714,314,NIT
38611,310.0,102.0,3.0,3.5,3.6,9.07,0,0.721,299,Symbiosis
38612,329.0,110.0,4.0,2.6,3.1,7.91,1,0.851,291,Manipal
38613,321.0,98.0,5.0,3.7,3.9,8.93,1,0.81,345,IIT
38614,318.0,103.0,4.0,3.2,3.6,8.93,1,0.798,290,Manipal
38615,301.0,111.0,3.0,3.2,3.4,8.39,1,0.829,256,Symbiosis
38616,323.0,99.0,3.0,3.9,3.7,8.58,0,0.704,284,Symbiosis
38617,309.0,99.0,4.0,2.1,3.6,8.42,0,0.655,318,SRM
38618,300.0,110.0,4.0,3.8,2.4,8.47,1,0.785,299,Manipal
38619,321.0,106.0,1.0,4.0,2.7,9.56,0,0.732,312,Manipal
38620,302.0,117.0,1.0,2.2,3.6,9.31,1,0.824,329,IIT
38621,293.0,105.0,3.0,3.5,1.0,8.81,1,0.734,314,NIT
38622,331.0,98.0,3.0,4.0,1.7,7.66,0,0.675,253,Symbiosis
38623,310.0,114.0,2.0,4.8,2.7,8.58,1,0.834,321,BITS Pilani
38624,297.0,99.0,4.0,2.9,4.1,8.7,1,0.766,330,BITS Pilani
38625,306.0,101.0,4.0,3.0,4.8,8.99,1,0.834,309,NIT
38626,308.0,105.0,3.0,4.3,2.3,9.28,1,0.826,311,BITS Pilani
38627,329.0,108.0,2.0,4.2,3.1,8.61,1,0.828,360,IIT
38628,298.0,110.0,1.0,2.9,3.5,8.01,1,0.763,279,SRM
38629,301.0,113.0,1.0,2.7,5.0,9.58,0,0.776,312,Manipal
38630,328.0,92.0,3.0,3.9,3.8,8.24,0,0.675,327,SRM
38631,311.0,101.0,4.0,3.6,4.9,9.68,0,0.766,331,NIT
38632,319.0,114.0,4.0,2.3,3.3,8.53,1,0.828,307,NIT
38633,311.0,102.0,2.0,4.1,4.3,9.37,0,0.733,318,Manipal
38634,339.0,107.0,4.0,1.6,4.0,8.9,1,0.755,360,IIT
38635,302.0,115.0,2.0,3.1,2.1,7.98,1,0.807,325,BITS Pilani
38636,320.0,106.0,3.0,4.8,3.7,8.02,1,0.797,307,Manipal
38637,333.0,106.0,5.0,1.8,3.5,8.92,1,0.79,307,BITS Pilani
38638,312.0,106.0,3.0,4.3,2.8,8.09,0,0.663,288,Symbiosis
38639,308.0,115.0,3.0,1.9,2.6,8.34,1,0.756,327,BITS Pilani
38640,325.0,97.0,3.0,3.4,4.3,8.57,0,0.71,279,Symbiosis
38641,328.0,118.0,3.0,4.6,3.7,8.23,1,0.873,360,IIT
38642,307.0,106.0,4.0,3.1,5.0,9.98,1,0.895,326,IIT
38643,333.0,105.0,2.0,4.4,4.6,8.61,0,0.761,293,Symbiosis
38644,317.0,102.0,4.0,4.0,3.5,8.46,1,0.82,317,NIT
38645,322.0,100.0,1.0,3.2,3.9,8.44,1,0.84,305,Manipal
38646,333.0,93.0,5.0,3.7,3.5,8.4,0,0.701,322,SRM
38647,325.0,115.0,4.0,3.1,2.9,7.66,1,0.754,282,SRM
38648,316.0,94.0,4.0,3.7,4.6,9.25,0,0.768,313,SRM
38649,309.0,107.0,3.0,1.1,4.7,8.38,1,0.76,259,Symbiosis
38650,340.0,105.0,2.0,3.4,4.3,8.83,0,0.777,327,Manipal
38651,308.0,109.0,4.0,4.9,3.7,9.06,0,0.738,291,Symbiosis
38652,320.0,95.0,4.0,3.8,3.5,9.44,0,0.686,312,SRM
38653,322.0,102.0,1.0,4.5,5.0,9.15,0,0.748,303,SRM
38654,323.0,110.0,4.0,3.0,3.9,8.28,0,0.758,319,SRM
38655,340.0,108.0,4.0,4.4,3.9,7.36,1,0.87,350,IIT
38656,317.0,103.0,3.0,1.6,3.3,7.98,1,0.738,319,NIT
38657,315.0,108.0,2.0,4.3,3.9,8.64,0,0.744,345,NIT
38658,334.0,118.0,1.0,2.4,3.8,7.71,1,0.8,306,NIT
38659,315.0,114.0,4.0,1.4,5.0,8.17,1,0.8,323,BITS Pilani
38660,326.0,113.0,2.0,3.3,4.5,8.06,1,0.822,315,NIT
38661,319.0,111.0,3.0,2.9,3.8,8.96,1,0.858,351,IIT
38662,327.0,108.0,2.0,3.9,3.4,9.2,1,0.886,309,BITS Pilani
38663,325.0,103.0,4.0,2.3,4.1,7.69,1,0.784,330,BITS Pilani
38664,312.0,108.0,1.0,3.3,4.4,8.55,0,0.73,283,Symbiosis
38665,296.0,119.0,1.0,1.0,2.9,8.91,1,0.8,292,Manipal
38666,298.0,113.0,5.0,2.7,4.4,8.12,1,0.774,288,SRM
38667,296.0,105.0,2.0,2.7,2.6,7.41,0,0.693,304,Symbiosis
38668,315.0,94.0,3.0,2.4,3.4,8.4,1,0.744,281,SRM
38669,290.0,112.0,3.0,2.6,4.8,8.15,1,0.789,262,Symbiosis
38670,315.0,113.0,2.0,3.2,3.1,8.44,0,0.744,292,Symbiosis
38671,318.0,104.0,4.0,4.0,1.1,9.3,1,0.795,323,BITS Pilani
38672,326.0,103.0,5.0,2.3,5.0,9.48,1,0.889,299,NIT
38673,322.0,95.0,3.0,3.4,2.6,8.34,1,0.834,324,NIT
38674,327.0,115.0,3.0,3.2,3.2,8.32,0,0.711,318,Manipal
38675,321.0,105.0,3.0,4.3,1.7,8.94,0,0.726,328,Manipal
38676,313.0,109.0,4.0,3.5,3.9,9.3,1,0.773,318,BITS Pilani
38677,315.0,101.0,3.0,3.6,2.4,9.87,0,0.733,360,IIT
38678,307.0,98.0,3.0,1.4,4.5,8.25,1,0.772,308,Manipal
38679,319.0,116.0,3.0,3.7,2.4,9.12,1,0.791,296,NIT
38680,299.0,105.0,3.0,3.0,4.1,8.34,0,0.691,294,Symbiosis
38681,329.0,103.0,3.0,2.3,3.2,8.6,1,0.762,323,BITS Pilani
38682,306.0,120.0,4.0,3.8,3.0,8.28,0,0.754,281,Symbiosis
38683,318.0,113.0,3.0,1.4,4.6,8.5,0,0.658,355,BITS Pilani
38684,320.0,103.0,2.0,3.6,3.0,8.73,0,0.687,318,SRM
38685,330.0,112.0,3.0,4.3,3.4,9.13,1,0.864,313,BITS Pilani
38686,297.0,97.0,2.0,3.4,1.7,10.0,1,0.804,325,BITS Pilani
38687,313.0,105.0,2.0,3.1,3.3,8.21,0,0.745,287,Symbiosis
38688,323.0,102.0,3.0,4.1,2.1,8.01,1,0.807,333,BITS Pilani
38689,336.0,110.0,2.0,5.0,4.9,8.69,0,0.736,353,BITS Pilani
38690,316.0,117.0,3.0,2.1,4.7,9.15,1,0.807,323,IIT
38691,310.0,97.0,4.0,3.3,4.3,8.66,1,0.794,332,BITS Pilani
38692,339.0,118.0,4.0,4.2,4.4,9.22,1,0.915,327,IIT
38693,326.0,112.0,2.0,2.1,3.4,9.35,1,0.939,295,NIT
38694,332.0,101.0,3.0,5.0,4.2,9.49,0,0.733,323,NIT
38695,303.0,101.0,4.0,2.6,4.1,8.1,0,0.673,285,Symbiosis
38696,322.0,103.0,4.0,4.1,2.5,8.41,1,0.799,266,Symbiosis
38697,304.0,102.0,2.0,2.3,2.1,9.26,0,0.673,281,Symbiosis
38698,302.0,102.0,2.0,2.2,2.3,8.7,0,0.658,271,Symbiosis
38699,323.0,96.0,4.0,3.8,4.0,8.96,1,0.87,294,Manipal
38700,324.0,106.0,3.0,2.9,3.5,8.88,0,0.673,351,BITS Pilani
38701,311.0,112.0,2.0,2.8,2.9,8.23,1,0.814,320,NIT
38702,333.0,104.0,2.0,3.1,3.4,7.27,1,0.748,339,BITS Pilani
38703,312.0,109.0,4.0,3.1,4.8,8.08,1,0.831,318,NIT
38704,313.0,114.0,4.0,5.0,5.0,8.55,0,0.785,334,Manipal
38705,316.0,98.0,4.0,4.0,2.4,8.25,0,0.697,309,Symbiosis
38706,314.0,103.0,3.0,4.1,5.0,9.11,0,0.732,357,BITS Pilani
38707,331.0,98.0,1.0,5.0,3.9,7.96,1,0.901,288,SRM
38708,305.0,99.0,4.0,5.0,3.3,8.42,0,0.742,304,Symbiosis
38709,308.0,115.0,4.0,3.1,3.2,8.37,1,0.821,278,SRM
38710,303.0,104.0,2.0,3.2,2.6,9.25,0,0.653,344,NIT
38711,338.0,110.0,4.0,3.6,2.8,8.91,0,0.703,346,BITS Pilani
38712,313.0,108.0,2.0,3.5,3.3,8.58,1,0.822,337,IIT
38713,308.0,111.0,4.0,4.3,3.1,8.09,0,0.696,268,Symbiosis
38714,313.0,108.0,3.0,5.0,2.7,8.62,1,0.786,291,Manipal
38715,326.0,108.0,2.0,3.7,3.3,9.71,0,0.712,290,SRM
38716,324.0,98.0,2.0,2.7,1.0,8.1,0,0.694,334,Manipal
38717,310.0,107.0,3.0,3.3,4.5,8.44,0,0.729,302,Symbiosis
38718,312.0,107.0,2.0,3.9,3.3,8.52,0,0.729,330,Manipal
38719,300.0,101.0,2.0,2.7,1.6,8.0,1,0.704,300,SRM
38720,318.0,95.0,3.0,5.0,3.1,8.22,0,0.739,262,Symbiosis
38721,331.0,109.0,4.0,4.1,2.5,8.23,1,0.803,275,SRM
38722,310.0,115.0,4.0,4.1,4.4,8.34,1,0.805,311,NIT
38723,324.0,96.0,1.0,3.9,3.7,8.82,1,0.812,334,BITS Pilani
38724,310.0,106.0,4.0,3.3,2.1,8.35,0,0.662,252,Symbiosis
38725,304.0,94.0,2.0,2.2,3.6,9.7,1,0.823,313,BITS Pilani
38726,324.0,111.0,4.0,1.9,2.2,8.74,1,0.807,297,NIT
38727,340.0,114.0,1.0,2.4,3.3,7.98,1,0.824,294,Manipal
38728,323.0,107.0,3.0,2.9,2.3,8.06,1,0.712,295,Manipal
38729,312.0,111.0,4.0,2.9,4.1,9.72,0,0.725,326,NIT
38730,313.0,108.0,1.0,3.3,3.9,7.88,1,0.787,288,SRM
38731,338.0,101.0,4.0,4.1,3.2,9.51,0,0.71,289,SRM
38732,320.0,106.0,3.0,4.5,4.0,7.93,0,0.756,318,SRM
38733,308.0,107.0,5.0,3.7,3.2,8.78,0,0.725,302,SRM
38734,316.0,106.0,2.0,4.2,3.5,9.12,0,0.712,295,SRM
38735,319.0,109.0,3.0,3.1,2.1,8.87,0,0.655,314,SRM
38736,322.0,108.0,5.0,4.2,3.6,8.74,1,0.857,319,BITS Pilani
38737,334.0,106.0,2.0,3.2,5.0,8.15,1,0.835,322,BITS Pilani
38738,331.0,103.0,4.0,2.5,3.6,8.73,1,0.808,322,BITS Pilani
38739,319.0,110.0,4.0,2.1,3.7,9.82,0,0.745,331,NIT
38740,316.0,110.0,4.0,2.8,3.4,8.04,0,0.679,305,Symbiosis
38741,321.0,108.0,3.0,4.5,2.0,9.64,1,0.833,348,IIT
38742,310.0,102.0,2.0,2.6,3.1,9.21,1,0.773,358,IIT
38743,328.0,100.0,3.0,4.5,4.6,9.23,1,0.86,325,BITS Pilani
38744,314.0,111.0,4.0,4.3,2.5,9.34,0,0.763,309,Manipal
38745,322.0,102.0,1.0,3.7,2.9,9.36,0,0.726,288,Symbiosis
38746,336.0,105.0,2.0,3.6,3.0,9.26,0,0.735,349,BITS Pilani
38747,323.0,98.0,2.0,3.7,2.7,8.17,1,0.788,296,Manipal
38748,319.0,110.0,3.0,3.0,4.5,8.9,0,0.764,360,BITS Pilani
38749,311.0,100.0,4.0,3.5,3.4,8.88,1,0.792,360,IIT
38750,316.0,99.0,4.0,5.0,3.2,7.72,1,0.81,296,SRM
38751,304.0,101.0,2.0,3.6,1.0,8.99,1,0.711,275,SRM
38752,322.0,110.0,5.0,4.8,4.4,8.28,0,0.78,333,Manipal
38753,292.0,106.0,5.0,3.3,2.1,9.57,0,0.713,360,BITS Pilani
38754,327.0,103.0,3.0,4.3,4.3,9.07,1,0.847,292,Manipal
38755,325.0,117.0,2.0,5.0,4.5,8.4,1,0.855,360,IIT
38756,318.0,110.0,2.0,2.5,3.1,9.55,0,0.721,274,Symbiosis
38757,310.0,95.0,3.0,2.0,4.9,8.9,0,0.715,273,Symbiosis
38758,316.0,102.0,3.0,3.8,4.0,8.4,1,0.784,319,NIT
38759,296.0,95.0,2.0,4.4,2.6,8.17,1,0.794,329,NIT
38760,326.0,104.0,3.0,3.3,5.0,8.61,1,0.91,321,BITS Pilani
38761,315.0,113.0,3.0,2.9,3.0,9.47,1,0.865,338,IIT
38762,334.0,109.0,4.0,3.2,2.6,9.49,1,0.754,360,IIT
38763,321.0,106.0,3.0,3.5,2.5,9.09,0,0.74,357,BITS Pilani
38764,319.0,104.0,4.0,3.7,3.7,9.69,1,0.84,315,BITS Pilani
38765,321.0,109.0,3.0,1.9,3.4,9.64,1,0.744,307,BITS Pilani
38766,305.0,97.0,1.0,1.0,2.6,8.04,0,0.61,334,SRM
38767,311.0,106.0,1.0,4.3,2.7,8.65,1,0.827,325,BITS Pilani
38768,318.0,108.0,3.0,5.0,5.0,9.26,1,0.892,341,IIT
38769,313.0,99.0,1.0,1.5,3.7,8.15,0,0.673,291,Symbiosis
38770,310.0,102.0,4.0,1.9,2.8,8.64,1,0.774,330,BITS Pilani
38771,313.0,119.0,3.0,3.8,2.4,8.82,1,0.792,289,Manipal
38772,317.0,110.0,4.0,4.0,3.8,8.62,0,0.725,321,Manipal
38773,340.0,97.0,5.0,3.8,2.6,8.15,1,0.828,325,BITS Pilani
38774,313.0,103.0,2.0,2.7,3.2,7.43,1,0.767,307,Manipal
38775,309.0,107.0,3.0,2.2,3.8,8.76,1,0.809,333,BITS Pilani
38776,315.0,120.0,4.0,5.0,3.9,7.67,1,0.9,276,SRM
38777,333.0,113.0,3.0,1.0,3.0,8.94,0,0.663,347,BITS Pilani
38778,334.0,114.0,3.0,4.8,1.2,8.01,0,0.699,324,Manipal
38779,338.0,110.0,2.0,3.7,4.4,9.53,1,0.872,323,IIT
38780,317.0,101.0,3.0,4.9,4.3,8.13,1,0.813,280,SRM
38781,324.0,117.0,4.0,5.0,4.0,9.24,0,0.827,360,IIT
